"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
151 76.0000000000 76.0000000000 76.0000000000 76.0000000000
159 77.0000000000 77.0000000000 77.0000000000 77.0000000000
161 78.0000000000 78.0000000000 78.0000000000 78.0000000000
164 79.0000000000 79.0000000000 79.0000000000 79.0000000000
176 80.0000000000 80.0000000000 80.0000000000 80.0000000000
181 81.0000000000 81.0000000000 81.0000000000 81.0000000000
185 82.0000000000 82.0000000000 82.0000000000 82.0000000000
191 83.0000000000 83.0000000000 83.0000000000 83.0000000000
209 84.0000000000 84.0000000000 84.0000000000 84.0000000000
211 85.0000000000 85.0000000000 85.0000000000 85.0000000000
213 86.0000000000 86.0000000000 86.0000000000 86.0000000000
231 87.0000000000 87.0000000000 87.0000000000 87.0000000000
257 88.0000000000 88.0000000000 88.0000000000 88.0000000000
259 89.0000000000 89.0000000000 89.0000000000 89.0000000000
304 90.0000000000 90.0000000000 90.0000000000 90.0000000000
348 92.0000000000 92.0000000000 92.0000000000 92.0000000000
425 93.0000000000 93.0000000000 93.0000000000 93.0000000000
490 94.0000000000 94.0000000000 94.0000000000 94.0000000000
571 95.0000000000 95.0000000000 95.0000000000 95.0000000000
573 96.0000000000 96.0000000000 96.0000000000 96.0000000000
633 97.0000000000 97.0000000000 97.0000000000 97.0000000000
735 98.0000000000 98.0000000000 98.0000000000 98.0000000000
883 99.0000000000 99.0000000000 99.0000000000 99.0000000000
1406 100.0000000000 100.0000000000 100.0000000000 100.0000000000
100001 100.0000000000 100.0000000000 100.0000000000 100.0000000000
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 49.0000000000 49.0000000000 49.0000000000 49.0000000000
7 50.0000000000 50.0000000000 50.0000000000 50.0000000000
8 51.0000000000 51.0000000000 51.0000000000 51.0000000000
11 52.0000000000 52.0000000000 52.0000000000 52.0000000000
13 53.0000000000 53.0000000000 53.0000000000 53.0000000000
15 54.0000000000 54.0000000000 54.0000000000 54.0000000000
18 55.0000000000 55.0000000000 55.0000000000 55.0000000000
22 57.0000000000 57.0000000000 57.0000000000 57.0000000000
24 58.0000000000 58.0000000000 58.0000000000 58.0000000000
26 59.0000000000 59.0000000000 59.0000000000 59.0000000000
30 60.0000000000 60.0000000000 60.0000000000 60.0000000000
33 61.0000000000 61.0000000000 61.0000000000 61.0000000000
38 62.0000000000 62.0000000000 62.0000000000 62.0000000000
42 64.0000000000 64.0000000000 64.0000000000 64.0000000000
46 65.0000000000 65.0000000000 65.0000000000 65.0000000000
56 66.0000000000 66.0000000000 66.0000000000 66.0000000000
57 67.0000000000 67.0000000000 67.0000000000 67.0000000000
76 68.0000000000 68.0000000000 68.0000000000 68.0000000000
79 69.0000000000 69.0000000000 69.0000000000 69.0000000000
89 70.0000000000 70.0000000000 70.0000000000 70.0000000000
104 71.0000000000 71.0000000000 71.0000000000 71.0000000000
106 72.0000000000 72.0000000000 72.0000000000 72.0000000000
111 73.0000000000 73.0000000000 73.0000000000 73.0000000000
115 74.0000000000 74.0000000000 74.0000000000 74.0000000000
119 75.0000000000 75.0000000000 75.0000000000 75.0000000000
122 76.0000000000 76.0000000000 76.0000000000 76.0000000000
124 77.0000000000 77.0000000000 77.0000000000 77.0000000000
133 78.0000000000 78.0000000000 78.0000000000 78.0000000000
136 79.0000000000 79.0000000000 79.0000000000 79.0000000000
143 80.0000000000 80.0000000000 80.0000000000 80.0000000000
151 81.0000000000 81.0000000000 81.0000000000 81.0000000000
172 82.0000000000 82.0000000000 82.0000000000 82.0000000000
181 84.0000000000 84.0000000000 84.0000000000 84.0000000000
183 85.0000000000 85.0000000000 85.0000000000 85.0000000000
187 86.0000000000 86.0000000000 86.0000000000 86.0000000000
208 87.0000000000 87.0000000000 87.0000000000 87.0000000000
221 88.0000000000 88.0000000000 88.0000000000 88.0000000000
223 89.0000000000 89.0000000000 89.0000000000 89.0000000000
269 90.0000000000 90.0000000000 90.0000000000 90.0000000000
324 91.0000000000 91.0000000000 91.0000000000 91.0000000000
328 92.0000000000 92.0000000000 92.0000000000 92.0000000000
468 93.0000000000 93.0000000000 93.0000000000 93.0000000000
474 94.0000000000 94.0000000000 94.0000000000 94.0000000000
479 95.0000000000 95.0000000000 95.0000000000 95.0000000000
575 96.0000000000 96.0000000000 96.0000000000 96.0000000000
660 97.0000000000 97.0000000000 97.0000000000 97.0000000000
661 98.0000000000 98.0000000000 98.0000000000 98.0000000000
671 99.0000000000 99.0000000000 99.0000000000 99.0000000000
918 100.0000000000 100.0000000000 100.0000000000 100.0000000000
100001 100.0000000000 100.0000000000 100.0000000000 100.0000000000
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 53.0000000000 53.0000000000 53.0000000000 53.0000000000
7 54.0000000000 54.0000000000 54.0000000000 54.0000000000
10 55.0000000000 55.0000000000 55.0000000000 55.0000000000
12 56.0000000000 56.0000000000 56.0000000000 56.0000000000
14 59.0000000000 59.0000000000 59.0000000000 59.0000000000
17 60.0000000000 60.0000000000 60.0000000000 60.0000000000
28 62.0000000000 62.0000000000 62.0000000000 62.0000000000
32 63.0000000000 63.0000000000 63.0000000000 63.0000000000
33 64.0000000000 64.0000000000 64.0000000000 64.0000000000
34 65.0000000000 65.0000000000 65.0000000000 65.0000000000
35 66.0000000000 66.0000000000 66.0000000000 66.0000000000
47 67.0000000000 67.0000000000 67.0000000000 67.0000000000
48 68.0000000000 68.0000000000 68.0000000000 68.0000000000
57 69.0000000000 69.0000000000 69.0000000000 69.0000000000
58 70.0000000000 70.0000000000 70.0000000000 70.0000000000
60 71.0000000000 71.0000000000 71.0000000000 71.0000000000
76 72.0000000000 72.0000000000 72.0000000000 72.0000000000
87 73.0000000000 73.0000000000 73.0000000000 73.0000000000
91 74.0000000000 74.0000000000 74.0000000000 74.0000000000
104 75.0000000000 75.0000000000 75.0000000000 75.0000000000
105 76.0000000000 76.0000000000 76.0000000000 76.0000000000
111 77.0000000000 77.0000000000 77.0000000000 77.0000000000
124 78.0000000000 78.0000000000 78.0000000000 78.0000000000
134 79.0000000000 79.0000000000 79.0000000000 79.0000000000
139 80.0000000000 80.0000000000 80.0000000000 80.0000000000
146 81.0000000000 81.0000000000 81.0000000000 81.0000000000
162 82.0000000000 82.0000000000 82.0000000000 82.0000000000
176 83.0000000000 83.0000000000 83.0000000000 83.0000000000
182 85.0000000000 85.0000000000 85.0000000000 85.0000000000
211 86.0000000000 86.0000000000 86.0000000000 86.0000000000
234 87.0000000000 87.0000000000 87.0000000000 87.0000000000
250 88.0000000000 88.0000000000 88.0000000000 88.0000000000
265 89.0000000000 89.0000000000 89.0000000000 89.0000000000
268 90.0000000000 90.0000000000 90.0000000000 90.0000000000
270 91.0000000000 91.0000000000 91.0000000000 91.0000000000
271 92.0000000000 92.0000000000 92.0000000000 92.0000000000
296 94.0000000000 94.0000000000 94.0000000000 94.0000000000
297 95.0000000000 95.0000000000 95.0000000000 95.0000000000
301 96.0000000000 96.0000000000 96.0000000000 96.0000000000
332 97.0000000000 97.0000000000 97.0000000000 97.0000000000
353 98.0000000000 98.0000000000 98.0000000000 98.0000000000
362 99.0000000000 99.0000000000 99.0000000000 99.0000000000
436 100.0000000000 100.0000000000 100.0000000000 100.0000000000
100001 100.0000000000 100.0000000000 100.0000000000 100.0000000000
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 49.0000000000 49.0000000000 49.0000000000 49.0000000000
8 50.0000000000 50.0000000000 50.0000000000 50.0000000000
10 51.0000000000 51.0000000000 51.0000000000 51.0000000000
20 53.0000000000 53.0000000000 53.0000000000 53.0000000000
24 54.0000000000 54.0000000000 54.0000000000 54.0000000000
29 55.0000000000 55.0000000000 55.0000000000 55.0000000000
35 56.0000000000 56.0000000000 56.0000000000 56.0000000000
47 57.0000000000 57.0000000000 57.0000000000 57.0000000000
48 58.0000000000 58.0000000000 58.0000000000 58.0000000000
50 59.0000000000 59.0000000000 59.0000000000 59.0000000000
62 61.0000000000 61.0000000000 61.0000000000 61.0000000000
63 62.0000000000 62.0000000000 62.0000000000 62.0000000000
65 63.0000000000 63.0000000000 63.0000000000 63.0000000000
68 65.0000000000 65.0000000000 65.0000000000 65.0000000000
75 66.0000000000 66.0000000000 66.0000000000 66.0000000000
76 67.0000000000 67.0000000000 67.0000000000 67.0000000000
78 68.0000000000 68.0000000000 68.0000000000 68.0000000000
79 69.0000000000 69.0000000000 69.0000000000 69.0000000000
87 70.0000000000 70.0000000000 70.0000000000 70.0000000000
92 71.0000000000 71.0000000000 71.0000000000 71.0000000000
111 72.0000000000 72.0000000000 72.0000000000 72.0000000000
112 73.0000000000 73.0000000000 73.0000000000 73.0000000000
123 74.0000000000 74.0000000000 74.0000000000 74.0000000000
125 75.0000000000 75.0000000000 75.0000000000 75.0000000000
132 76.0000000000 76.0000000000 76.0000000000 76.0000000000
141 77.0000000000 77.0000000000 77.0000000000 77.0000000000
143 79.0000000000 79.0000000000 79.0000000000 79.0000000000
144 80.0000000000 80.0000000000 80.0000000000 80.0000000000
157 81.0000000000 81.0000000000 81.0000000000 81.0000000000
187 82.0000000000 82.0000000000 82.0000000000 82.0000000000
201 83.0000000000 83.0000000000 83.0000000000 83.0000000000
232 84.0000000000 84.0000000000 84.0000000000 84.0000000000
234 85.0000000000 85.0000000000 85.0000000000 85.0000000000
242 87.0000000000 87.0000000000 87.0000000000 87.0000000000
245 88.0000000000 88.0000000000 88.0000000000 88.0000000000
268 89.0000000000 89.0000000000 89.0000000000 89.0000000000
285 90.0000000000 90.0000000000 90.0000000000 90.0000000000
311 91.0000000000 91.0000000000 91.0000000000 91.0000000000
322 92.0000000000 92.0000000000 92.0000000000 92.0000000000
341 93.0000000000 93.0000000000 93.0000000000 93.0000000000
354 94.0000000000 94.0000000000 94.0000000000 94.0000000000
357 95.0000000000 95.0000000000 95.0000000000 95.0000000000
362 96.0000000000 96.0000000000 96.0000000000 96.0000000000
514 97.0000000000 97.0000000000 97.0000000000 97.0000000000
672 98.0000000000 98.0000000000 98.0000000000 98.0000000000
897 99.0000000000 99.0000000000 99.0000000000 99.0000000000
942 100.0000000000 100.0000000000 100.0000000000 100.0000000000
100001 100.0000000000 100.0000000000 100.0000000000 100.0000000000
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 52.0000000000 52.0000000000 52.0000000000 52.0000000000
7 54.0000000000 54.0000000000 54.0000000000 54.0000000000
20 55.0000000000 55.0000000000 55.0000000000 55.0000000000
21 56.0000000000 56.0000000000 56.0000000000 56.0000000000
25 57.0000000000 57.0000000000 57.0000000000 57.0000000000
31 58.0000000000 58.0000000000 58.0000000000 58.0000000000
42 59.0000000000 59.0000000000 59.0000000000 59.0000000000
43 60.0000000000 60.0000000000 60.0000000000 60.0000000000
50 61.0000000000 61.0000000000 61.0000000000 61.0000000000
64 62.0000000000 62.0000000000 62.0000000000 62.0000000000
71 65.0000000000 65.0000000000 65.0000000000 65.0000000000
72 66.0000000000 66.0000000000 66.0000000000 66.0000000000
82 68.0000000000 68.0000000000 68.0000000000 68.0000000000
89 69.0000000000 69.0000000000 69.0000000000 69.0000000000
91 70.0000000000 70.0000000000 70.0000000000 70.0000000000
92 71.0000000000 71.0000000000 71.0000000000 71.0000000000
96 72.0000000000 72.0000000000 72.0000000000 72.0000000000
104 73.0000000000 73.0000000000 73.0000000000 73.0000000000
107 74.0000000000 74.0000000000 74.0000000000 74.0000000000
109 75.0000000000 75.0000000000 75.0000000000 75.0000000000
133 76.0000000000 76.0000000000 76.0000000000 76.0000000000
145 77.0000000000 77.0000000000 77.0000000000 77.0000000000
148 78.0000000000 78.0000000000 78.0000000000 78.0000000000
150 79.0000000000 79.0000000000 79.0000000000 79.0000000000
154 80.0000000000 80.0000000000 80.0000000000 80.0000000000
166 81.0000000000 81.0000000000 81.0000000000 81.0000000000
167 82.0000000000 82.0000000000 82.0000000000 82.0000000000
169 83.0000000000 83.0000000000 83.0000000000 83.0000000000
195 86.0000000000 86.0000000000 86.0000000000 86.0000000000
199 87.0000000000 87.0000000000 87.0000000000 87.0000000000
202 88.0000000000 88.0000000000 88.0000000000 88.0000000000
303 89.0000000000 89.0000000000 89.0000000000 89.0000000000
331 90.0000000000 90.0000000000 90.0000000000 90.0000000000
365 92.0000000000 92.0000000000 92.0000000000 92.0000000000
367 93.0000000000 93.0000000000 93.0000000000 93.0000000000
414 94.0000000000 94.0000000000 94.0000000000 94.0000000000
420 96.0000000000 96.0000000000 96.0000000000 96.0000000000
625 97.0000000000 97.0000000000 97.0000000000 97.0000000000
632 98.0000000000 98.0000000000 98.0000000000 98.0000000000
656 99.0000000000 99.0000000000 99.0000000000 99.0000000000
1096 100.0000000000 100.0000000000 100.0000000000 100.0000000000
100001 99.0000000000 100.0000000000 99.0000000000 100.0000000000
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 56.0000000000 56.0000000000 56.0000000000 56.0000000000
9 57.0000000000 57.0000000000 57.0000000000 57.0000000000
14 59.0000000000 59.0000000000 59.0000000000 59.0000000000
30 60.0000000000 60.0000000000 60.0000000000 60.0000000000
32 61.0000000000 61.0000000000 61.0000000000 61.0000000000
42 62.0000000000 62.0000000000 62.0000000000 62.0000000000
46 63.0000000000 63.0000000000 63.0000000000 63.0000000000
59 64.0000000000 64.0000000000 64.0000000000 64.0000000000
67 65.0000000000 65.0000000000 65.0000000000 65.0000000000
71 66.0000000000 66.0000000000 66.0000000000 66.0000000000
77 67.0000000000 67.0000000000 67.0000000000 67.0000000000
80 68.0000000000 68.0000000000 68.0000000000 68.0000000000
81 69.0000000000 69.0000000000 69.0000000000 69.0000000000
83 70.0000000000 70.0000000000 70.0000000000 70.0000000000
90 71.0000000000 71.0000000000 71.0000000000 71.0000000000
94 73.0000000000 73.0000000000 73.0000000000 73.0000000000
99 74.0000000000 74.0000000000 74.0000000000 74.0000000000
115 75.0000000000 75.0000000000 75.0000000000 75.0000000000
128 76.0000000000 76.0000000000 76.0000000000 76.0000000000
134 77.0000000000 77.0000000000 77.0000000000 77.0000000000
143 78.0000000000 78.0000000000 78.0000000000 78.0000000000
153 79.0000000000 79.0000000000 79.0000000000 79.0000000000
161 80.0000000000 80.0000000000 80.0000000000 80.0000000000
163 82.0000000000 82.0000000000 82.0000000000 82.0000000000
165 83.0000000000 83.0000000000 83.0000000000 83.0000000000
207 84.0000000000 84.0000000000 84.0000000000 84.0000000000
215 85.0000000000 85.0000000000 85.0000000000 85.0000000000
222 86.0000000000 86.0000000000 86.0000000000 86.0000000000
227 87.0000000000 87.0000000000 87.0000000000 87.0000000000
258 88.0000000000 88.0000000000 88.0000000000 88.0000000000
288 89.0000000000 89.0000000000 89.0000000000 89.0000000000
290 90.0000000000 90.0000000000 90.0000000000 90.0000000000
293 91.0000000000 91.0000000000 91.0000000000 91.0000000000
372 92.0000000000 92.0000000000 92.0000000000 92.0000000000
373 93.0000000000 93.0000000000 93.0000000000 93.0000000000
467 94.0000000000 94.0000000000 94.0000000000 94.0000000000
517 95.0000000000 95.0000000000 95.0000000000 95.0000000000
616 96.0000000000 96.0000000000 96.0000000000 96.0000000000
654 97.0000000000 97.0000000000 97.0000000000 97.0000000000
658 98.0000000000 98.0000000000 98.0000000000 98.0000000000
880 99.0000000000 99.0000000000 99.0000000000 99.0000000000
1101 100.0000000000 100.0000000000 100.0000000000 100.0000000000
100001 100.0000000000 100.0000000000 100.0000000000 100.0000000000
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 52.0000000000 52.0000000000 52.0000000000 52.0000000000
2 53.0000000000 53.0000000000 53.0000000000 53.0000000000
7 54.0000000000 54.0000000000 54.0000000000 54.0000000000
9 55.0000000000 55.0000000000 55.0000000000 55.0000000000
15 56.0000000000 56.0000000000 56.0000000000 56.0000000000
16 57.0000000000 57.0000000000 57.0000000000 57.0000000000
22 58.0000000000 58.0000000000 58.0000000000 58.0000000000
23 59.0000000000 59.0000000000 59.0000000000 59.0000000000
25 60.0000000000 60.0000000000 60.0000000000 60.0000000000
31 61.0000000000 61.0000000000 61.0000000000 61.0000000000
34 62.0000000000 62.0000000000 62.0000000000 62.0000000000
41 63.0000000000 63.0000000000 63.0000000000 63.0000000000
43 64.0000000000 64.0000000000 64.0000000000 64.0000000000
47 65.0000000000 65.0000000000 65.0000000000 65.0000000000
73 67.0000000000 67.0000000000 67.0000000000 67.0000000000
74 68.0000000000 68.0000000000 68.0000000000 68.0000000000
75 69.0000000000 69.0000000000 69.0000000000 69.0000000000
78 70.0000000000 70.0000000000 70.0000000000 70.0000000000
83 71.0000000000 71.0000000000 71.0000000000 71.0000000000
86 75.0000000000 75.0000000000 75.0000000000 75.0000000000
98 76.0000000000 76.0000000000 76.0000000000 76.0000000000
112 77.0000000000 77.0000000000 77.0000000000 77.0000000000
150 78.0000000000 78.0000000000 78.0000000000 78.0000000000
154 79.0000000000 79.0000000000 79.0000000000 79.0000000000
168 80.0000000000 80.0000000000 80.0000000000 80.0000000000
178 81.0000000000 81.0000000000 81.0000000000 81.0000000000
191 82.0000000000 82.0000000000 82.0000000000 82.0000000000
205 83.0000000000 83.0000000000 83.0000000000 83.0000000000
225 84.0000000000 84.0000000000 84.0000000000 84.0000000000
226 86.0000000000 86.0000000000 86.0000000000 86.0000000000
263 87.0000000000 87.0000000000 87.0000000000 87.0000000000
277 88.0000000000 88.0000000000 88.0000000000 88.0000000000
297 89.0000000000 89.0000000000 89.0000000000 89.0000000000
327 90.0000000000 90.0000000000 90.0000000000 90.0000000000
343 91.0000000000 91.0000000000 91.0000000000 91.0000000000
410 92.0000000000 92.0000000000 92.0000000000 92.0000000000
446 93.0000000000 93.0000000000 93.0000000000 93.0000000000
448 94.0000000000 94.0000000000 94.0000000000 94.0000000000
474 95.0000000000 95.0000000000 95.0000000000 95.0000000000
516 96.0000000000 96.0000000000 96.0000000000 96.0000000000
534 97.0000000000 97.0000000000 97.0000000000 97.0000000000
648 98.0000000000 98.0000000000 98.0000000000 98.0000000000
702 99.0000000000 99.0000000000 99.0000000000 99.0000000000
765 100.0000000000 100.0000000000 100.0000000000 100.0000000000
100001 98.0000000000 100.0000000000 98.0000000000 100.0000000000
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 48.0000000000 48.0000000000 48.0000000000 48.0000000000
2 49.0000000000 49.0000000000 49.0000000000 49.0000000000
5 50.0000000000 50.0000000000 50.0000000000 50.0000000000
9 51.0000000000 51.0000000000 51.0000000000 51.0000000000
12 52.0000000000 52.0000000000 52.0000000000 52.0000000000
14 53.0000000000 53.0000000000 53.0000000000 53.0000000000
17 54.0000000000 54.0000000000 54.0000000000 54.0000000000
22 55.0000000000 55.0000000000 55.0000000000 55.0000000000
23 56.0000000000 56.0000000000 56.0000000000 56.0000000000
35 57.0000000000 57.0000000000 57.0000000000 57.0000000000
44 58.0000000000 58.0000000000 58.0000000000 58.0000000000
46 59.0000000000 59.0000000000 59.0000000000 59.0000000000
54 60.0000000000 60.0000000000 60.0000000000 60.0000000000
62 61.0000000000 61.0000000000 61.0000000000 61.0000000000
70 62.0000000000 62.0000000000 62.0000000000 62.0000000000
91 63.0000000000 63.0000000000 63.0000000000 63.0000000000
94 64.0000000000 64.0000000000 64.0000000000 64.0000000000
99 65.0000000000 65.0000000000 65.0000000000 65.0000000000
108 66.0000000000 66.0000000000 66.0000000000 66.0000000000
110 67.0000000000 67.0000000000 67.0000000000 67.0000000000
113 68.0000000000 68.0000000000 68.0000000000 68.0000000000
114 69.0000000000 69.0000000000 69.0000000000 69.0000000000
120 70.0000000000 70.0000000000 70.0000000000 70.0000000000
125 71.0000000000 71.0000000000 71.0000000000 71.0000000000
128 72.0000000000 72.0000000000 72.0000000000 72.0000000000
129 73.0000000000 73.0000000000 73.0000000000 73.0000000000
140 74.0000000000 74.0000000000 74.0000000000 74.0000000000
150 75.0000000000 75.0000000000 75.0000000000 75.0000000000
157 76.0000000000 76.0000000000 76.0000000000 76.0000000000
163 77.0000000000 77.0000000000 77.0000000000 77.0000000000
169 78.0000000000 78.0000000000 78.0000000000 78.0000000000
172 79.0000000000 79.0000000000 79.0000000000 79.0000000000
183 80.0000000000 80.0000000000 80.0000000000 80.0000000000
187 81.0000000000 81.0000000000 81.0000000000 81.0000000000
193 82.0000000000 82.0000000000 82.0000000000 82.0000000000
197 83.0000000000 83.0000000000 83.0000000000 83.0000000000
201 84.0000000000 84.0000000000 84.0000000000 84.0000000000
217 85.0000000000 85.0000000000 85.0000000000 85.0000000000
228 86.0000000000 86.0000000000 86.0000000000 86.0000000000
235 87.0000000000 87.0000000000 87.0000000000 87.0000000000
259 88.0000000000 88.0000000000 88.0000000000 88.0000000000
265 89.0000000000 89.0000000000 89.0000000000 89.0000000000
267 90.0000000000 90.0000000000 90.0000000000 90.0000000000
282 91.0000000000 91.0000000000 91.0000000000 91.0000000000
343 92.0000000000 92.0000000000 92.0000000000 92.0000000000
348 93.0000000000 93.0000000000 93.0000000000 93.0000000000
367 94.0000000000 94.0000000000 94.0000000000 94.0000000000
