"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
169 -0.3495454920 -0.3495454920 -0.3495454920 -0.3495454920
178 -0.3487436510 -0.3487436510 -0.3487436510 -0.3487436510
180 -0.3464166735 -0.3464166735 -0.3464166735 -0.3464166735
187 -0.3429539148 -0.3429539148 -0.3429539148 -0.3429539148
218 -0.3372514306 -0.3372514306 -0.3372514306 -0.3372514306
231 -0.3362503902 -0.3362503902 -0.3362503902 -0.3362503902
240 -0.3300857285 -0.3300857285 -0.3300857285 -0.3300857285
284 -0.3260204636 -0.3260204636 -0.3260204636 -0.3260204636
287 -0.3255403436 -0.3255403436 -0.3255403436 -0.3255403436
307 -0.3224476365 -0.3224476365 -0.3224476365 -0.3224476365
414 -0.3135588277 -0.3135588277 -0.3135588277 -0.3135588277
576 -0.3126963167 -0.3126963167 -0.3126963167 -0.3126963167
628 -0.3024595242 -0.3024595242 -0.3024595242 -0.3024595242
670 -0.3005885049 -0.3005885049 -0.3005885049 -0.3005885049
100001 -0.3108233914 -0.3005885049 -0.3108233914 -0.3005885049
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 -0.4662030812 -0.4662030812 -0.4662030812 -0.4662030812
3 -0.4583654184 -0.4583654184 -0.4583654184 -0.4583654184
4 -0.4556991351 -0.4556991351 -0.4556991351 -0.4556991351
11 -0.4478863172 -0.4478863172 -0.4478863172 -0.4478863172
12 -0.4398637706 -0.4398637706 -0.4398637706 -0.4398637706
15 -0.4318606252 -0.4318606252 -0.4318606252 -0.4318606252
16 -0.4303390868 -0.4303390868 -0.4303390868 -0.4303390868
17 -0.4295980694 -0.4295980694 -0.4295980694 -0.4295980694
18 -0.4250537370 -0.4250537370 -0.4250537370 -0.4250537370
23 -0.4244371547 -0.4244371547 -0.4244371547 -0.4244371547
27 -0.4226130145 -0.4226130145 -0.4226130145 -0.4226130145
31 -0.4223068877 -0.4223068877 -0.4223068877 -0.4223068877
39 -0.4185427947 -0.4185427947 -0.4185427947 -0.4185427947
45 -0.4110048931 -0.4110048931 -0.4110048931 -0.4110048931
50 -0.4103513280 -0.4103513280 -0.4103513280 -0.4103513280
55 -0.4049881785 -0.4049881785 -0.4049881785 -0.4049881785
59 -0.3987840198 -0.3987840198 -0.3987840198 -0.3987840198
65 -0.3982069870 -0.3982069870 -0.3982069870 -0.3982069870
68 -0.3916003422 -0.3916003422 -0.3916003422 -0.3916003422
69 -0.3877367344 -0.3877367344 -0.3877367344 -0.3877367344
73 -0.3854289840 -0.3854289840 -0.3854289840 -0.3854289840
79 -0.3787386696 -0.3787386696 -0.3787386696 -0.3787386696
92 -0.3765999616 -0.3765999616 -0.3765999616 -0.3765999616
94 -0.3743948472 -0.3743948472 -0.3743948472 -0.3743948472
95 -0.3682561026 -0.3682561026 -0.3682561026 -0.3682561026
105 -0.3674542616 -0.3674542616 -0.3674542616 -0.3674542616
114 -0.3644704621 -0.3644704621 -0.3644704621 -0.3644704621
124 -0.3621078412 -0.3621078412 -0.3621078412 -0.3621078412
131 -0.3589249126 -0.3589249126 -0.3589249126 -0.3589249126
138 -0.3540800579 -0.3540800579 -0.3540800579 -0.3540800579
154 -0.3461007225 -0.3461007225 -0.3461007225 -0.3461007225
161 -0.3405553932 -0.3405553932 -0.3405553932 -0.3405553932
