"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
101 -302.0000000000 -302.0000000000 -302.0000000000 -302.0000000000
114 -273.0000000000 -273.0000000000 -273.0000000000 -273.0000000000
122 -244.0000000000 -244.0000000000 -244.0000000000 -244.0000000000
125 -205.0000000000 -205.0000000000 -205.0000000000 -205.0000000000
132 -176.0000000000 -176.0000000000 -176.0000000000 -176.0000000000
136 -157.0000000000 -157.0000000000 -157.0000000000 -157.0000000000
165 -138.0000000000 -138.0000000000 -138.0000000000 -138.0000000000
170 -119.0000000000 -119.0000000000 -119.0000000000 -119.0000000000
178 -100.0000000000 -100.0000000000 -100.0000000000 -100.0000000000
179 -71.0000000000 -71.0000000000 -71.0000000000 -71.0000000000
186 -62.0000000000 -62.0000000000 -62.0000000000 -62.0000000000
223 -43.0000000000 -43.0000000000 -43.0000000000 -43.0000000000
231 -34.0000000000 -34.0000000000 -34.0000000000 -34.0000000000
235 -25.0000000000 -25.0000000000 -25.0000000000 -25.0000000000
237 -24.0000000000 -24.0000000000 -24.0000000000 -24.0000000000
238 -15.0000000000 -15.0000000000 -15.0000000000 -15.0000000000
250 -14.0000000000 -14.0000000000 -14.0000000000 -14.0000000000
251 -13.0000000000 -13.0000000000 -13.0000000000 -13.0000000000
258 -4.0000000000 -4.0000000000 -4.0000000000 -4.0000000000
275 -3.0000000000 -3.0000000000 -3.0000000000 -3.0000000000
281 6.0000000000 6.0000000000 6.0000000000 6.0000000000
335 7.0000000000 7.0000000000 7.0000000000 7.0000000000
374 8.0000000000 8.0000000000 8.0000000000 8.0000000000
100001 -21.0000000000 8.0000000000 -21.0000000000 8.0000000000
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 -1683.0000000000 -1683.0000000000 -1683.0000000000 -1683.0000000000
2 -1644.0000000000 -1644.0000000000 -1644.0000000000 -1644.0000000000
3 -1605.0000000000 -1605.0000000000 -1605.0000000000 -1605.0000000000
4 -1566.0000000000 -1566.0000000000 -1566.0000000000 -1566.0000000000
5 -1527.0000000000 -1527.0000000000 -1527.0000000000 -1527.0000000000
9 -1488.0000000000 -1488.0000000000 -1488.0000000000 -1488.0000000000
10 -1459.0000000000 -1459.0000000000 -1459.0000000000 -1459.0000000000
11 -1420.0000000000 -1420.0000000000 -1420.0000000000 -1420.0000000000
14 -1381.0000000000 -1381.0000000000 -1381.0000000000 -1381.0000000000
17 -1342.0000000000 -1342.0000000000 -1342.0000000000 -1342.0000000000
18 -1303.0000000000 -1303.0000000000 -1303.0000000000 -1303.0000000000
19 -1264.0000000000 -1264.0000000000 -1264.0000000000 -1264.0000000000
21 -1225.0000000000 -1225.0000000000 -1225.0000000000 -1225.0000000000
25 -1186.0000000000 -1186.0000000000 -1186.0000000000 -1186.0000000000
26 -1147.0000000000 -1147.0000000000 -1147.0000000000 -1147.0000000000
27 -1118.0000000000 -1118.0000000000 -1118.0000000000 -1118.0000000000
32 -1089.0000000000 -1089.0000000000 -1089.0000000000 -1089.0000000000
35 -1050.0000000000 -1050.0000000000 -1050.0000000000 -1050.0000000000
